game_id,title,description,genre,game_vibes,mechanics,distribution,platform,visual_style,age_rating,region,story_pref,emotional_fit,mood_tags
18151,World of Tanks,"World of Tanks is a team-based massively multiplayer online action game dedicated to armored warfare. Throw yourself into the epic tank battles of World War II with other steel cowboys all over the world. Your arsenal includes more than 150 armored vehicles from America, Germany and the Soviet Union, carefully detailed with historical accuracy.A flexible system of authentic vehicle upgrade and development allows you to try any of the vehicles and weapons in the game. Whether you prefer to exhaust your foes with fast and maneuverable light tanks, make deep breaches in enemy lines with all-purpose medium tanks, use the force of giant tanks to eliminate opposing armored forces, or become a heavy sniper with long-range howitzers, each unit type has its own advantages and can be extremely effective when operated by a true tank ace.But being a great tank commander alone isn't enough to win! In World of Tanks, it’s all about teamwork. Victory is achieved by combining your combat skills with those of the other members of your team, each playing their own role on the battlefield. Just add your favorite strategy to build your own iron empire and manifest the indisputable authority of the tank power!","['simulation', 'driving', 'strategy', 'role-playing', 'mmo', 'shooter', 'action']",['exciting'],"Combat and Destruction, Cooperation, Driving, Riding and Flying, High, Low, Planning and Strategy, Trade",Online (Xbox Games Store),"['Xbox 360', 'Xbox One', 'Xbox Series X|S', 'Windows', 'PlayStation 5', 'PlayStation 4']",Realistic,10,US,True,intense,"{""cluster"": ""action-oriented"", ""vibe"": ""competitive"", ""tempo"": ""fast-paced"", ""color_palette"": ""earthy tones"", ""other"": ""teamwork-focused, strategic depth""}"
18207,Terraria,"Carve out your own adventure in Terraria, a 2D side-scrolling sandbox of infinite possibilities for Nintendo 3DS family systems. Dig, build and fight as you explore a sprawling fantasy realm that spans vast oceans, icy wastes, dark dungeons and more.Create and demolish the world as you see fit, using the Nintendo 3DS Touch Screen to reach directly into the world of Terraria and sculpt it with ease. Whether you ascend to the skies in pursuit of adventure or excavate into the deepest depths of the earth, every terrain is brimming with raw materials waiting to be gathered and transformed into limitless creations. Build whatever you imagine with more than 100 different types of blocks, from small dwellings to immense fortresses!As you explore, you’ll discover that Terraria is teeming with all kinds of mythical monsters and behemoth bosses, from armoured skeletons to zombies, sharks, unicorns, and even the Eye of Cthulhu. Craft armour, swords, firearms, traps and magical powers – whatever suits your play style – to fight any foe that stands in your way. You can also create equipment, such as diving gear, rocket boots and even a GPS, to help you get around Terraria’s randomly generated landscapes.Band together with up to three other players via Local Play and explore this constantly surprising and unpredictable world together in co-operative multiplayer.","['platform', 'strategy', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['creative', 'liberating', 'destructive']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Playstation Network),"['PlayStation Vita', 'PlayStation 3', 'iPhone / iPod Touch', 'Nintendo Wii U', 'iPad', 'Linux', 'Windows', 'Android', 'Nintendo 3DS', 'Xbox 360', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Macintosh']","Pixelated, Retro",10,US,True,adventurous,"{""cluster"": ""exploratory"", ""vibe"": ""dynamic"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""creative, cooperative""}"
18420,Assetto Corsa,"NEXT GENERATION RACING SIMULATORAssetto Corsa features an advanced DirectX 11 graphics engine that recreates an immersive environment, dynamic lighthing and realistic materials and surfaces. The advanced physics engine is being designed to provide a very realistic driving experience, including features and aspects of real cars, never seen on any other racing simulator such as tyre flat spots, heat cycles including graining and blistering, very advanced aerodynamic simulation with active movable aerodynamics parts controlled in real time by telemetry input channels, hybrid systems with kers and energy recovery simulation. Extremely detailed with single player and multiplayer options, exclusive licensed cars reproduced with the best accuracy possible, thanks to the official cooperation of Car Manufacturers.ASSETTO CORSA has been developed at the KUNOS Simulazioni R&D office, located just inside the international racing circuit of Vallelunga, allowing the team to develop the game with the cooperation of real world racing drivers and racing teams.LEGENDARY TRACKSThe circuits have been developed using Laser scan technology, in order to guarantee the highest level of accuracy possible in reproducing real world motor racing environments.Monza, Silverstone, Imola, Mugello, Spa, Brands Hatch and many more tracks, including the historical reproduction of Monza, that brings again to life the legendary Sopraelevata, the high-speed oval where races were staged until 1961.EXCLUSIVE CARSThe Assetto Corsa physics engine is all new, using practical knowledge acquired from working closely with the elite of motorsport in order to engineer the best possible accuracy of physics and tactility of feeling.A physics engine like this begs to be used with officially licensed contents: Abarth, Audi, BMW, Classic Team Lotus, Ferrari, KTM, Lamborghini, Lotus cars, McLaren, Mercedes, Scuderia Glickenhaus, Pagani, Porsche, Tatuus and many more!HARDWARE COMPATIBILITYEnjoy ASSETTO CORSA using any kind of game device: keyboard, joypad, joystick, steering wheels including any kind of professional device and the most common motion systems.ASSETTO CORSA is also compatible and ready for Oculus and OpenVR/VIVE, triple monitor view, Track IR and 3D VISION.GAMEPLAY & FEATURESAssetto Corsa includes a career mode, a list of special and unique events and challenges, as well as a fully customizable, single player and multiplayer modes featuring quick races, custom championships, race weekends including free practice session, qualifying session and race. Drag races, drift challenges and much more! Four driving assist profiles (gamer, racer, pro, plus a fully-customizable profile) allow any kind of player to enjoy the simulation at their desired level.Advanced setup options and telemetry for data analysis; dynamic simulation of the tyre rubber deposited on track, depending on the car laps; an adjustable time of the day mode, featuring sun position calculated in realtime, depending by geographical coordinates of the track and by the sun curve according to time and date, in order to get the same light conditions of the real tracks!MODDING & CUSTOMIZATIONAssetto Corsa will allow for considerable customisation and modification, in order to satisfy the expectations of professional simracers, gamers who prefer to approach the driving experience more progressively, and hobbyists who just like to reproduce and share their cars and tracks, taking advantage of the same editing tools developed and used by the developers of the game.Available content:CARSPRODUCTION- Abarth 595 EsseEsse (3 variants)- Abarth 500 EsseEsse (2 variants)- Alfa Romeo 33 Stradale- Alfa Romeo Giulia Quadrifoglio- Alfa Romeo Giulietta QV- Alfa Romeo Giulietta QV Launch Edition- Alfa Romeo MiTo QV- Audi Sport Quattro (2 variants)- Audi S1- Bmw 1M (2 variants)- Lamborghini Miura S.V.- Lotus Elise SC (3 variants)- Maserati Alfieri- Maserati Quattroporte GTS- Maserati Levante S- Mazda MX-5 NA- Porsche Panamera G2- Porsche Cayenne Turbo S- Porsche Macan Turbo- Shelby Cobra- RUF CTR Yellowbird- Toyota GT-86- Ford Mustang 2015- Chevrolet Corvette C7 StingrayGT- Bmw M3 E30 Evo (3 variants)- Bmw M3 E30 Group A- Bmw M3 E30 DTM- Bmw M3 E92 (3 variants)- Bmw Z4 E89 (3 variants)- Lotus Evora GTC- Lotus Evora GXGTR- McLaren MP4-12c GT3- Bmw Z4 GT3- Bmw M3 GT2- Ferrari 458 GT2- P4/5 Competizione- Mercedes SLS GT3CLASSIC GP- Classic Team Lotus Type 49- Classic Team Lotus 98T- Ferrari 312TRALLY- Audi Sport Quattro S1 E2ENDURANCE- Mazda 787BSUPERCAR- Audi R8 Plus- Ferrari LaFerrari- Ferrari 458 Italia (2 variants)- Ferrari F40 (2 variants)- Ferrari 599xx- Lamborghini Huracán Performante- Lamborghini Sesto Elemento- McLaren Mp4 12c - Mercedes SLS AMG- Nissan GTR NISMO- Pagani Zonda R- Pagani Huayra- Pagani Huayra BC- Lotus Evora S (2 variants)- Lotus Exige S Roadster - Lotus Exige Scura- Lotus 2 Eleven GT4TRACKDAY- KTM X-Bow R- Lotus 2 Eleven- Lotus Evora GTE- Lotus Evora GTE Carbon- Lotus Exige 240R (2 variants)- Lotus Exige V6 CupOPEN WHEEL- Tatuus FA-01- Lotus Exos T125 (2 variants)TRACKS- Laguna Seca- Magione - ""Autodromo dell'Umbria""- Imola - ""Autodromo Enzo e Dino Ferrari""- Mugello - ""Autodromo Internazionale del Mugello""- Silverstone - GP- Silverstone - International- Silverstone - National- Silverstone 1967- Monza - ""Autodromo di Monza""- Monza - ""Classic 60's Edition"" (3 variants)- Nurburgring - GP- Nurburgring - Sprint- Spa Francorchamps- Vallelunga - ""Autodromo Piero Taruffi""- Vallelunga - Circuito Club- Zandvoort- Trento - Bondone Hillclimb- Drift Track- Drag strip- Black Cat County (fantasy track)- Highlands (fantasy track)SHOWROOMS- Standard showroom- The Beach- Hangar- Industrial- SunsetGAME MODES- Free Practice- Racing against AI- Career- Custom championship- Online Multiplayer- HotLap - Time Attack- Special Events- Drift- Drag raceFEATURES- In game telemetry and apps- Advanced car setup management- Flags - PenaltiesAPPS LIST- Basic info- Chat app- Tyre app- Real time app- Help- Lap time- Pit stop presets- Friends Leaderboard - Camera On Board Customization- Time of the day display- Input monitor- Time performance indicator- Gear/rpm indicator- Track map- Rankings- G-meter indicator","['simulation', 'sports', 'racing']",['exciting'],"Competition, Creation and Customization, Driving, Riding and Flying, High, Low",Online (Xbox Games Store),"['Xbox One', 'Windows', 'PlayStation 4']",Realistic,10,US,False,intense,"{""cluster"": ""competitive"", ""vibe"": ""high challenge"", ""tempo"": ""fast"", ""color_palette"": ""realistic"", ""other"": ""immersive, dynamic, adrenaline-fueled""}"
18515,Euro Truck Simulator 2,"A sequel to the hit Euro truck Simulator, you’ll be taking on the open road in a dozen different trucking machines across 60 European cities! Be mindful of your fragile cargo keep to your schedule and build up your own truck business!Euro Truck Simulator 2 offers an exciting simulation experience with physics, graphics and gameplay developed by the experienced team at SCS Software, the leading experts in Truck Simulation titles.With over 60 European cities to explore, the in game map is a massive feat that has taken years to create!  You’ll be responsible for delivering precious cargo from city to city, each time building up your finances that can be used for a great number of investments. You’ll be able to upgrade your truck with a selection of different parts including engines, headlights, body kits and much more to improve the performance and look of your truck.On the side-lines you’ll also get the chance to manage your own trucking business where you’ll need to hire drivers and issue orders for them to complete contracts.  Make sure that you are bringing in enough cash to pay everyone and even perform the jobs yourself!","['simulation', 'role-playing', 'driving', 'strategy']","['relaxing', 'laidback']","Administration and Management, Driving, Riding and Flying, Exploration, High, Low, Planning and Strategy, Trade",Online (Steam),"['Linux', 'Macintosh', 'Windows']",Realistic,10,US,True,satisfying,"{""cluster"": ""calm"", ""vibe"": ""strategic"", ""tempo"": ""moderate"", ""color_palette"": ""natural"", ""other"": ""immersive, detailed, realistic""}"
18851,War Thunder,"War Thunder is an MMO combat game dedicated to World War II military aviation, armored vehicles, and fleets. You will take part in all of the major combat battles, fighting with real players all over the world.War Thunder offers a highly detailed and personalized aviation experience, giving players access to hundreds models of planes with detailed cockpits, dozens of upgradeable weapons, and flying skills that can be honed and improved with each mission. Thanks to the game’s painstaking attention to detail, you’ll truly feel like a World War II fighter pilot as you plunge into battle.The genuine World War II experience isn’t limited to the skies. The massive historical battles featured in War Thunder cannot be fought by aviation alone, so the game will also expose players to combat on land and at sea.","['simulation', 'driving', 'strategy', 'role-playing', 'flying', 'adventure', 'shooter', 'action', 'racing']","['serious', 'challenging', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, High, Low, Medium, Planning and Strategy, Trade",Online (Xbox Games Store),"['Xbox One', 'Linux', 'Windows', 'Xbox Series X|S', 'PlayStation 5', 'Macintosh', 'PlayStation 4', 'Android']",Realistic,13,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""realistic and muted"", ""other"": ""immersive, historical, tactical""}"
19501,Final Fantasy XIV Online: A Realm Reborn,"FINAL FANTASY XIV: A Realm Reborn is a massively multiplayer online role-playing game (MMORPG) that invites you to explore the realm of Eorzea with friends from around the world.Form a party and adventure with a multitude of players from across the globe. Forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in Eorzea.Set out alone or enlist the aid of friends as you undertake epic quests, battle familiar FINAL FANTASY monsters, and acquire unique abilities and equipment. All the classic elements from the series that you have come to know and love are waiting!Embark on the adventure of a lifetime to help reforge the fate of Eorzea!The history of Eorzea has been marked by a cycle of prosperous ""Astral"" and disastrous ""Umbral"" eras.Now the land stands poised to enter another age of decline, a period known as the Seventh Umbral Era. On the eastern border, the Garlean Empire masses its troops for invasion, while the native beast tribes summon their deities, the otherworldly primals.The threats facing Eorzea will not easily be overcome.The PS5 version will feature significantly improved frame rates, faster load times, 4K resolution support and more!","['driving', 'platform', 'strategy', 'role-playing', 'mmo', 'flying', 'adventure', 'action', 'real-world game', 'racing']","['serious', 'epic', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Playstation Network),"['PlayStation 3', 'PlayStation 4', 'Windows', 'PlayStation 5', 'Macintosh']","Realistic, Realistic Artistic",13,US,True,adventurous,"{""cluster"": ""epic"", ""vibe"": ""cooperative"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""immersive, social, heroic""}"
19539,DayZ,"The post-soviet country of Chernarus is struck by an unknown virus, turning the majority population into frenzied infected. Fighting over resources has bred a hostile mentality among survivors, driving what’s left of humanity to collapse. You are one of the few immune to the virus - how far will you go to survive?DayZ is an unforgiving, authentic, open world sandbox online game where each one of 60 players on a server follows a single goal - to survive as long as they can, by all means necessary. There are no superficial tips, waypoints, built-in tutorials or help given to you. Every decision matters - with no save games, and no extra lives, every mistake can be lethal. If you fail, you lose everything and start over. Scavenging for supplies and roaming the open world never feels safe in DayZ, as you never know what's behind the next corner. Hostile player interactions, or simply just struggling through severe weather can easily turn into intense, nerve-racking moments where you experience very real emotions. On the other hand, meeting with another friendly survivor in DayZ can lead to a true friendship that lasts a lifetime...Your choices and your decisions create a gameplay experience that's completely unique and unequivocally personal - unmatched by any other multiplayer game out there. This is DayZ, this is your story.","['simulation', 'driving', 'strategy', 'mmo', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Xbox Games Store),"['Xbox One', 'PlayStation 4', 'Windows']",Realistic,15,US,True,tense survival,"{""cluster"": ""survival horror"", ""vibe"": ""high tension"", ""tempo"": ""variable"", ""color_palette"": ""muted, desaturated"", ""other"": ""realistic, immersive, unpredictable""}"
19997,Cyberpunk 2077,"In 2077, America is in pieces. Megacorps control life in all its aspects from the top floors of their sky-high fortresses. Down below, drug-pushing gangs, dirty-tech hustlers and slingers of illicit braindances run the streets. The world in between is wherre decadence, sex and pop culture mix with violent crime, extreme poverty and the unattainable promise of the American Dream. In a world where you have no future, what matters is that you control who you are. To survive and protect your independence, you modify your body with advanced cyberware and take jobs others would never dare. You choose to live free, bound by no systems or controls — the only rules you obey are your own. Because you’re a Cyberpunk. In Cyberpunk 2077 you play as V — a hired gun on the rise — and you just got your first serious contract. In a world of cyberenhanced street warriors, tech-savvy netrunners and corporate lifehackers, today you take your first step towards becoming an urban legend. Become a street mercenary of the future...","['driving', 'platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action', 'racing']","['contemplative', 'exciting', 'epic', 'power fantasy', 'liberating', 'serious', 'adventurous', 'dark', 'tragic']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Playstation Network),"['PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series X|S', 'Windows']",Realistic,18,US,True,rebellious,"{""cluster"": ""dystopian"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""gritty, immersive, urban""}"
20108,The Binding of Isaac: Rebirth,"When Isaac’s mother starts hearing the voice of God demanding a sacrifice be made to prove her faith, Isaac escapes into the basement facing droves of deranged enemies, lost brothers and sisters, his fears, and eventually his mother.The Binding of Isaac is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.The Binding of Isaac: Rebirth is the ultimate of remakes with an all-new highly efficient game engine, all-new hand-drawn pixel style artwork, highly polished visual effects, all-new soundtrack and audio by the the sexy Ridiculon duo Matthias Bossi + Jon Evans. Oh yeah, and hundreds upon hundreds of designs, redesigns and re-tuned enhancements by series creator, Edmund McMillen. Did we mention the poop?","['puzzle', 'role-playing', 'adventure', 'shooter', 'action']","['disconcerting', 'serious', 'challenging', 'exciting']","Combat and Destruction, Cooperation, Exploration, Gathering and Collection, High, Low, Medium, Trade",Online (Xbox Games Store),"['Xbox One', 'New Nintendo 3DS', 'Nintendo Wii U', 'iPad', 'PlayStation 4', 'Macintosh', 'Linux', 'iPhone / iPod Touch', 'Windows', 'PlayStation Vita']","Cartoonish, Creepy, Pixelated",18,US,True,darkly whimsical,"{""cluster"": ""dark humor"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""bright with dark undertones"", ""other"": ""surreal, grotesque, unpredictable""}"
20741,Hearthstone,"Blizzard Entertainment’s Hearthstone: Heroes of Warcraft is a free-to-play strategy card game. Designed to be deceptively simple and epically engaging for players of all backgrounds, Hearthstone features quick and lively duels that evoke the spirit of a friendly match played beside a crackling tavern fire.Each player’s card deck centers around a hero representing one of nine iconic Warcraft classes, customized with a set of minions, spells, and/or weapons based on individual strategy and available cards. Players will be able to hone their skills in practice matches against the computer, and when they’re ready for the challenge, they can take on their Battle.net friends and other players in friendly duels. To further develop their decks, players will be able to acquire cards by crafting them and by winning or purchasing new card packs. With hundreds of unique cards to choose from, the potential card combinations and possible strategies are endless!",['strategy'],['ingenious'],"Administration and Management, Combat and Destruction, Competition, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Google Play),"['Android', 'Macintosh', 'Windows', 'iPhone / iPod Touch', 'iPad']",Cartoonish,10,US,True,friendly competition,"{""cluster"": ""lighthearted"", ""vibe"": ""medium"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""strategic, engaging, accessible""}"
21009,The Sims 4,"The Sims is on Discord!About the GameUnleash your imagination and create a unique world of Sims that's an expression of you. Download for free, and customize every detail from Sims to homes and much more. Choose how Sims look, act, and dress, then decide how they'll live out each day. Design and build incredible homes for every family, then decorate with your favorite furnishings and décor. Travel to different neighborhoods where you can meet other Sims and learn about their lives. Discover beautiful locations with distinctive environments and go on spontaneous adventures. Manage the ups and downs of Sims' everyday lives, and see what happens when you play out scenarios from your own real life. Tell your stories your way while developing relationships, pursuing careers and life aspirations, and immersing yourself in this extraordinary game, where the possibilities are endless.Download for free — The base game of The Sims™ 4 is free to download. Get a plethora of options for building homes, styling Sims, and customizing their personalities. Craft their life stories while exploring vibrant worlds and discovering more ways of being you.Get more with EA Play — EA Play members can expand their career possibilities with The Sims 4 Get to Work Expansion Pack.","['virtual life', 'simulation', 'role-playing', 'strategy']","['creative', 'liberating', 'light-hearted']","Administration and Management, Combat and Destruction, Creation and Customization, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Windows', 'PlayStation 4', 'Xbox One', 'Macintosh']","Cartoonish, Realistic Artistic",13,US,True,creative exploration,"{""cluster"": ""light-hearted"", ""vibe"": ""medium"", ""tempo"": ""variable"", ""color_palette"": ""vibrant"", ""other"": ""imaginative, social, customizable""}"
21095,Stardew Valley,"Stardew Valley is an open-ended country-life RPG! You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness! ","['simulation', 'strategy', 'role-playing', 'adventure', 'virtual life', 'fighting', 'shooter', 'action', 'real-world game']","['wholesome', 'relaxing', 'liberating', 'creative', 'laidback']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Download Code (Publisher Website) ,"['Linux', 'Android', 'Macintosh', 'Nintendo Switch', 'PlayStation 4', 'iPhone / iPod Touch', 'Xbox One', 'Windows', 'iPad', 'PlayStation Vita', 'Nintendo Wii U']","Cartoonish, Pixelated",10,US,True,uplifting,"{""cluster"": ""wholesome"", ""vibe"": ""medium"", ""tempo"": ""slow"", ""color_palette"": ""bright"", ""other"": ""nostalgic, community-focused""}"
21102,Dying Light,"DYING LIGHT: THE BEASTKyle Crane returns! The Hero of Harran may have been missing for over a decade, but he's back in Dying Light: The Beast! A thrilling standalone zombie adventure, The Beast carries on Crane's story! EDITIONS COMPARISONAbout the GameFrom the creators of hit titles Dead Island and Call of Juarez. Winner of over 50 industry awards and nominations. The game whose uncompromising approach to gameplay set new standards for first-person zombie games. Thanks to its legacy and seven-year post-launch support, today it goes down in history as one of gaming's greatest zombie titles.Survive in a city beset by a zombie virus! Discover the hard choice you will have to make on your secret mission. Will loyalty to your superiors prove stronger than the will to save the survivors? The choice is yours…","['platform', 'role-playing', 'adventure', 'fighting', 'shooter', 'action', 'racing']","['serious', 'exciting', 'disconcerting', 'tragic']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Linux', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Macintosh', 'Windows', 'Xbox 360']",Realistic,18,US,True,tense,"{""cluster"": ""suspenseful"", ""vibe"": ""high challenge"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""immersive, gritty""}"
21195,Warframe,"Warframe is a cooperative Free-to-Play third person online action game set in an evolving sci-fi world and is currently in open beta. Join your friends in player-vs-enemy raids across the solar system and master the power of the Warframes. Stand alone or fight together against enemies that threaten your world.They were called Tenno. Warriors of blade and gun masters of the Warframe armor. Those that survived the old war were left drifting among the ruins. Now they are needed once more.The Grineer, with their vast armies, are spreading throughout the solar system. A call echoes across the stars summoning the Tenno to an ancient place. They summon you.Allow the Lotus to guide you. She has rescued you from your cryostasis chamber and given you a chance to survive. The Grineer will find you; you must be prepared. The Lotus will teach you the ways of the Warframes and the secrets to unlocking their powers.Come Tenno, you must join the war.","['driving', 'platform', 'puzzle', 'music', 'role-playing', 'mmo', 'flying', 'sports', 'adventure', 'fighting', 'shooter', 'action', 'racing']","['power fantasy', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Apple App Store),"['iPhone / iPod Touch', 'PlayStation 4', 'Windows', 'Nintendo Switch', 'Xbox One', 'Xbox Series X|S', 'Android', 'PlayStation 5', 'iPad']",Realistic Artistic,15,US,True,epic,"{""cluster"": ""action-adventure"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""dark with sci-fi highlights"", ""other"": ""cooperative, competitive""}"
22428,Project Zomboid,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite.Project Zomboid is an open-ended zombie-infested sandbox. It asks one simple question – how will you die? In the towns of Muldraugh and West Point, survivors must loot houses, build defences and do their utmost to delay their inevitable death day by day. No help is coming – their continued survival relies on their own cunning, luck and ability to evade a relentless horde.","['simulation', 'driving', 'strategy', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'disconcerting', 'exciting']","Administration and Management, Combat and Destruction, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy",Online (Steam - Open Beta),"['Windows', 'Macintosh', 'Web Browser', 'Linux']","Cartoonish, Pixelated",15,US,True,tense survival,"{""cluster"": ""survival horror"", ""vibe"": ""high challenge"", ""tempo"": ""medium"", ""color_palette"": ""dark and muted"", ""other"": ""pixelated art style, open-ended gameplay""}"
